Word TrueLabel
Report O
Quartz B-MINERAL
Pyrrhotite B-MINERAL
veining O
and O
pyrrhotite B-MINERAL
replacement O
in O
hinge O
zones O
in O
Banded B-ROCK
Iron I-ROCK
Formation I-ROCK
marginal O
to O
north O
south O
shear O
zones O
. O

The O
remaining O
area O
is O
covered O
by O
regolith B-ROCK
deposits O
of O
collivum O
with O
minor O
residual O
laterite B-ROCK
outcrops O
and O
recent O
alluvial B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
figure O
3 O
. O

Central O
Yilgarn O
Compilation O
dataset O
BHP O
located O
galena B-MINERAL
and O
pyrite B-MINERAL
stringers O
in O
dolomite B-MINERAL
. O

In O
1991 O
RGC O
Exploration O
discovered O
the O
Magellan B-LOCATION
lead B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
35 O
km O
NW O
of O
Wiluna B-LOCATION
. O

They O
recognised O
its O
host B-ROCK
rock I-ROCK
as O
an O
outlier O
of O
the O
Yelma B-STRAT
Formation I-STRAT
and O
extended O
their O
exploration O
programme O
to O
the O
main O
outcrop O
area O
of O
the O
Earaheedy B-LOCATION
Basin I-LOCATION
. O

After O
attempting O
to O
farm O
out O
the O
project O
they O
abandoned O
it O
at O
a O
time O
of O
low O
interest O
in O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
Dorling O
S O
L O
, O
McQuitty O
B O
M O
1997 O
. O

The O
Earaheedy O
Project O
covers O
outcrop O
of O
Yelma B-STRAT
Formation I-STRAT
and O
Frere B-STRAT
Formation I-STRAT
on O
the O
south O
western O
margin O
of O
the O
Earaheedy B-LOCATION
Basin I-LOCATION
and O
stratigraphically O
higher O
units O
Chiall B-STRAT
Formation I-STRAT
in O
the O
centre O
of O
the O
basin O
see O
figures O
above O
and O
below O
. O

The O
Yelma B-STRAT
Formation I-STRAT
is O
believed O
to O
be O
around O
400 O
m O
thick O
in O
the O
area O
, O
whereas O
the O
Frere B-STRAT
Formation I-STRAT
is O
considered O
to O
have O
a O
maximum O
thickness O
of O
about O
600 O
m O
. O

The O
Chiall B-STRAT
Formation I-STRAT
may O
be O
around O
1000 O
m O
in O
the O
region O
Pirajno O
et O
al O
. O

The O
Yelma B-STRAT
Formation I-STRAT
is O
mostly O
represented O
by O
dolomite B-MINERAL
with O
the O
occurrence O
of O
some O
shale B-ROCK
and O
sandstone B-ROCK
. O

The O
conformably O
overlying O
Frere B-STRAT
Formation I-STRAT
contains O
magnetic O
and O
non O
magnetic O
granular B-ROCK
iron I-ROCK
formation I-ROCK
and O
shale B-ROCK
. O

The O
Chiall B-STRAT
Formation I-STRAT
is O
composed O
of O
an O
alternance O
of O
shale B-ROCK
, O
siltstone B-ROCK
and O
sandstone B-ROCK
. O

The O
Yelma B-STRAT
Formation I-STRAT
was O
deposited O
in O
a O
fluvial O
to O
coastal O
setting O
, O
with O
carbonates B-MINERAL
of O
the O
Sweetwaters B-STRAT
Well I-STRAT
Member I-STRAT
developing O
in O
a O
saline O
coastal O
lagoonal O
environment O
. O

Granular B-ROCK
iron I-ROCK
formation I-ROCK
of O
the O
Frere B-STRAT
Formation I-STRAT
probably O
formed O
in O
shallow O
waters O
on O
a O
continental O
shelf O
by O
intermittent O
influx O
of O
iron O
and O
silica O
in O
a O
dominantly O
clastic O
starved O
environment O
. O

The O
shales B-ROCK
of O
the O
Karri B-STRAT
Karri I-STRAT
Member I-STRAT
are O
believed O
to O
represent O
an O
increased O
influx O
of O
siliciclastic O
material O
, O
terminating O
the O
deposition O
of O
granular B-ROCK
iron I-ROCK
formation I-ROCK
Pirajno O
et O
al O
. O

The O
Yelma B-STRAT
Formation I-STRAT
in O
the O
project O
area O
is O
topographically O
recessive O
and O
almost O
completely O
covered O
by O
recent O
sands O
and O
salt O
lakes O
. O

The O
Frere B-STRAT
Formation I-STRAT
forms O
prominent O
ridges O
. O

Weathering O
oxidation O
occurs O
to O
a O
depth O
of O
100 O
metres O
around O
faults O
and O
down O
dip O
along O
the O
contact O
between O
the O
Yelma B-STRAT
Formation I-STRAT
and O
Frere B-STRAT
Formation I-STRAT
. O

Zinc B-MINERAL
and O
lead B-MINERAL
mineralisation O
occurs O
in O
the O
Sweetwaters B-STRAT
Well I-STRAT
Member I-STRAT
previously O
Navajoh B-STRAT
Dolomite I-STRAT
Member I-STRAT
close O
to O
the O
top O
of O
the O
Yelma B-STRAT
Formation I-STRAT
. O

Base B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
mineralisation O
consists O
of O
coarse O
grained O
sphalerite B-MINERAL
, O
galena B-MINERAL
, O
pyrite B-MINERAL
and O
marcasite B-MINERAL
. O

RGC O
considered O
that O
the O
principal O
control O
on O
mineralisation O
was O
primary O
porosity O
and O
hydrothermal O
dissolution O
in O
the O
stromatolitic B-MINERAL
carbonates I-MINERAL
of O
the O
Navajoh B-STRAT
Dolomite I-STRAT
, O
and O
that O
mineralisation O
occurred O
during O
burial O
diagenesis O
. O

Stratiform O
and O
stratabound O
ore O
filled O
veins O
and O
breccias B-ROCK
Dissolution O
cavity O
infill O
Disseminated O
Stylolitic O
Fracture O
controlled O
Pirajno O
and O
Adamides O
2000 O
discussed O
the O
manganese B-MINERAL
occurrences O
of O
the O
Earaheedy B-LOCATION
Basin I-LOCATION
. O

They O
described O
stratiform O
manganese B-MINERAL
occurrences O
in O
the O
Wongawol B-STRAT
Formation I-STRAT
which O
does O
not O
occur O
in O
Zeniths O
tenements O
. O

They O
also O
describe O
quartz B-MINERAL
, O
iron B-MINERAL
oxide B-MINERAL
, O
manganese B-MINERAL
oxide B-MINERAL
veins O
in O
the O
Karri B-STRAT
Karri I-STRAT
Member I-STRAT
of O
the O
Chiall B-STRAT
Formation I-STRAT
about O
100 O
kilometres O
east O
of O
Zeniths O
tenements O
. O

The O
Earaheedy O
Project O
is O
located O
in O
central O
Western B-LOCATION
Australia I-LOCATION
, O
about O
100 O
km O
north O
of O
Wiluna B-LOCATION
. O

Zinc B-MINERAL
lead B-MINERAL
sulphide I-MINERAL
and O
oxide O
mineralisation O
in O
carbonates B-MINERAL
of O
the O
Yelma B-STRAT
Formation I-STRAT
. O

Stratabound O
manganese B-MINERAL
mineralisation O
in O
the O
basal O
Chiall B-STRAT
Formation I-STRAT
and O
in O
top O
part O
of O
the O
Frere B-STRAT
Formation I-STRAT
Work O
Done O
: O
An O
aeromagnetic O
survey O
was O
flown O
over O
the O
surrendered O
block O
. O

The O
Capricorn B-LOCATION
Orogen I-LOCATION
formed O
during O
a O
period O
of O
Palaeoproterozoic B-TIMESCALE
tectonism O
that O
involved O
collision O
and O
suturing O
of O
the O
Archaean B-TIMESCALE
Pilbara O
and O
Yilgarn B-LOCATION
Cratons I-LOCATION
to O
form O
the O
West B-LOCATION
Australian I-LOCATION
Craton I-LOCATION
. O

The O
Earaheedy B-LOCATION
Basin I-LOCATION
unconformably O
overlies O
rocks O
of O
the O
Yilgarn B-LOCATION
Craton I-LOCATION
, O
Yerrida B-STRAT
Basin I-STRAT
Mooloogool I-STRAT
Group I-STRAT
, O
and O
possibly O
the O
Bryah B-LOCATION
Basin I-LOCATION
. O

It O
is O
in O
turn O
unconformably O
overlain O
by O
the O
Mesoproterozoic B-TIMESCALE
Edmund B-LOCATION
Basin I-LOCATION
and O
Collier B-LOCATION
Basin I-LOCATION
and O
Phanerozoic B-TIMESCALE
Officer B-LOCATION
Basin I-LOCATION
. O

In O
the O
north O
, O
Archaean B-TIMESCALE
basement O
rocks O
are O
exposed O
in O
the O
Imbin B-STRAT
Inlier I-STRAT
and O
the O
Malmac B-STRAT
Dome I-STRAT
. O

The O
Earaheedy B-LOCATION
Basin I-LOCATION
contains O
a O
5000 O
metre O
thick O
succession O
of O
clastic O
rocks O
, O
carbonate B-ROCK
rocks I-ROCK
and O
iron B-ROCK
formation I-ROCK
of O
the O
Earaheedy B-STRAT
Group I-STRAT
deposited O
in O
a O
shallow O
marine O
to O
coastal O
setting O
which O
deepened O
to O
the O
north O
east O
. O

The O
lithostratigraphy O
of O
the O
Earaheedy B-STRAT
Group I-STRAT
is O
summarised O
in O
Appendix O
1 O
from O
Pirajno O
et O
al O
. O

Deposition O
of O
the O
Earaheedy B-STRAT
Group I-STRAT
is O
interpreted O
to O
have O
occurred O
between O
2000 O
Ma O
and O
1790 O
Ma O
. O

Reworked O
zircons O
in O
the O
Yelma B-STRAT
Formation I-STRAT
indicate O
a O
maximum O
age O
of O
2000 O
Ma O
for O
onset O
of O
Earaheedy B-STRAT
Group I-STRAT
sedimentation O
, O
which O
is O
broadly O
consistent O
with O
a O
1990 O
7 O
Ma O
age O
for O
a O
rhyodacite B-ROCK
from O
the O
Imbin B-STRAT
Inlier I-STRAT
. O

A O
felsic B-ROCK
tuff I-ROCK
at O
the O
base O
of O
the O
Frere B-STRAT
Formation I-STRAT
returned O
an O
age O
of O
1880 O
Ma O
, O
which O
predates O
epigenetic O
Pb O
, O
Zn O
mineralisation O
in O
the O
underlying O
Yelma B-STRAT
Formation I-STRAT
with O
an O
age O
of O
1810 O
11 O
Ma O
. O

A O
maximum O
age O
of O
1800 O
Ma O
for O
reworked O
zircons O
in O
the O
Mulgarra B-STRAT
Sandstone I-STRAT
indicates O
that O
the O
final O
phase O
of O
Earaheedy B-STRAT
Group I-STRAT
deposition O
probably O
occurred O
prior O
to O
the O
onset O
of O
the O
second O
phase O
of O
the O
Yapungku O
Orogeny O
1790 O
to O
1760 O
Ma O
that O
formed O
the O
Stanley O
Fold O
Belt O
Haliliovic O
et O
al O
. O

Area1 O
was O
surveyed O
approximately O
45 O
km O
east O
west O
out O
of O
Cue B-LOCATION
and O
area2 O
was O
approximately O
85 O
km O
east O
west O
out O
of O
kumarina O
airstrip O
in O
Western B-LOCATION
Australia I-LOCATION
. O

UTS O
Geophysics O
conducted O
low O
level O
airborne O
geophysical O
surveys O
for O
the O
following O
company O
: O
Black O
Raven O
Mining O
pty O
ltd O
7 O
Coulson O
Way O
Canning O
Vale O
Perth B-LOCATION
WA O
6155 O
An O
acquisition O
for O
these O
surveys O
commenced O
on O
the O
13th O
June O
2009 O
and O
was O
completed O
on O
the O
18th O
June O
2009 O
. O

The O
base O
locations O
used O
for O
operating O
the O
aircraft O
and O
performing O
in O
field O
quality O
control O
were O
Cue B-LOCATION
and O
Kumarina B-LOCATION
airstrip I-LOCATION
, O
Western B-LOCATION
Australia I-LOCATION
. O

The O
Mondooma O
project O
is O
located O
approximately O
95 O
km O
northeast O
of O
Derby B-LOCATION
and O
35 O
kilometres O
east O
of O
the O
Oobagooma B-LOCATION
Homestead I-LOCATION
on O
the O
Yampi O
. O

The O
project O
is O
covered O
by O
the O
Proterozoic B-TIMESCALE
Hooper B-STRAT
Complex I-STRAT
and O
Devonian B-TIMESCALE
limestones O
of O
the O
Napier B-LOCATION
Ranges I-LOCATION
. O

The O
main O
rock O
types O
in O
the O
area O
comprise O
sediments B-ROCK
, O
granites B-ROCK
, O
dolerite B-ROCK
and O
limestone B-ROCK
/ O
dolomite B-ROCK
. O

The O
primary O
target O
in O
the O
area O
is O
iron B-ORE_DEPOSIT
oxide O
copper B-MINERAL
, O
gold B-MINERAL
, O
uranium B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
associated O
with O
magnetic O
and O
gravity O
anomalies O
identified O
in O
regional O
geophysics O
and O
structurally O
related O
gold B-MINERAL
mineralisation O
. O

The O
project O
is O
covered O
by O
the O
Proterozoic O
Hooper O
Complex O
and O
Devonian O
limestones B-ROCK
of O
the O
Napier B-LOCATION
Ranges I-LOCATION
. O

The O
main O
rock O
types O
in O
the O
area O
comprise O
sediments B-ROCK
, O
granites B-ROCK
, O
dolerite B-ROCK
and O
limestone B-ROCK
/ O
dolomite I-ROCK
Exploration O
involved O
data O
compilation O
of O
previous O
exploration O
, O
and O
a O
brief O
geological O
investigation O
via O
helicopter O
where O
30 O
rock O
chip O
samples O
were O
collected O
over O
the O
Robinson B-STRAT
River I-STRAT
epithermal O
prospect O
. O

The O
tenement O
is O
being O
targeted O
for O
Iron B-MINERAL
Oxide O
Copper B-MINERAL
Gold B-MINERAL
Uranium B-ORE_DEPOSIT
and O
structurally O
controlled O
gold B-MINERAL
mineralisation O
. O

The O
Mondooma O
tenement O
E04 O
/ O
1387 O
is O
situated O
approximately O
95 O
km O
northeast O
of O
Derby B-LOCATION
and O
35 O
kilometres O
east O
of O
the O
Oobagooma B-LOCATION
Homestead I-LOCATION
Figure O
1 O
. O

It O
is O
accessed O
by O
bitumen O
road O
from O
Derby B-STRAT
to O
Kimberley B-STRAT
Downs I-STRAT
station I-STRAT
, O
and O
then O
by O
station O
tracks O
. O

The O
Mondooma O
Project O
straddles O
the O
contact O
between O
the O
Proterozoic B-TIMESCALE
Hooper B-STRAT
Complex I-STRAT
and O
the O
overlying O
Ordovician B-TIMESCALE
Canning B-LOCATION
Basin I-LOCATION
Figure O
2 O
. O

The O
Hooper B-STRAT
Complex I-STRAT
consists O
of O
Lower O
Proterozoic B-TIMESCALE
c O
. O

1900 O
Ma O
to O
1840 O
Ma O
metasedimentary B-ROCK
rocks I-ROCK
, O
basic O
sills O
, O
felsic B-ROCK
volcanic I-ROCK
rocks I-ROCK
and O
granitic B-ROCK
rocks I-ROCK
. O

The O
turbiditic O
metasedimentary B-ROCK
rocks I-ROCK
and O
the O
basic O
sills O
that O
intrude O
them O
represent O
an O
extensional O
environment O
, O
while O
the O
volcanic B-ROCK
and O
granitic B-ROCK
rocks I-ROCK
were O
generated O
during O
the O
Hooper O
Orogeny O
, O
caused O
by O
the O
collision O
or O
convergence O
of O
Archaean B-TIMESCALE
or O
early O
Proterozoic B-TIMESCALE
cratonic O
crust O
. O

The O
following O
Hooper B-STRAT
Complex I-STRAT
lithologies O
are O
present O
in O
the O
northeastern O
part O
of O
E04 O
/ O
1387 O
Figure O
2 O
3 O
. O

The O
oldest O
units O
are O
the O
metamorphosed O
turbidites B-ROCK
of O
the O
Marboo B-STRAT
Formation I-STRAT
. O

This O
unit O
originally O
consisted O
of O
interbedded O
mudstone B-ROCK
, O
siltstone B-ROCK
and O
quartz B-MINERAL
wacke B-ROCK
with O
local O
beds O
of O
coarse O
sandstone B-ROCK
up O
to O
a O
metre O
thick O
. O

It O
has O
now O
been O
metamorphosed O
to O
greenschist B-ROCK
facies O
, O
approaching O
amphibolite B-ROCK
facies O
near O
Alexander B-LOCATION
Creek I-LOCATION
. O

The O
Ruins B-STRAT
Dolerite I-STRAT
consists O
of O
steeply O
dipping O
metamorphosed O
basic O
sills O
that O
intrude O
phyllites B-ROCK
of O
the O
Marboo B-STRAT
Formation I-STRAT
and O
have O
been O
deformed O
. O

The O
sills O
are O
medium O
coarse O
grained O
and O
even O
grained O
to O
porphyritic O
dolerite B-ROCK
that O
is O
indistinctly O
layered O
and O
up O
to O
several O
hundred O
metres O
thick O
. O

Much O
of O
the O
Hooper B-STRAT
Complex I-STRAT
is O
intruded O
by O
the O
Mondooma B-STRAT
Granite I-STRAT
, O
which O
form O
steep O
, O
rugged O
bouldery O
hills O
characterised O
by O
prominent O
jointing O
. O

The O
granite B-ROCK
comprises O
light O
grey O
, O
foliated O
, O
quartz B-MINERAL
phyric O
, O
biotite B-MINERAL
micromonzomite B-ROCK
. O

To O
the O
south O
of O
the O
Duck O
Hole O
Shear O
, O
Devonian B-TIMESCALE
limestone B-ROCK
and O
dolomite B-ROCK
of O
the O
northwestern O
extent O
of O
the O
Napier B-LOCATION
Ranges I-LOCATION
outcrop O
. O

The O
Napier B-LOCATION
Range I-LOCATION
reef O
complex O
grew O
as O
a O
reef O
rimmed O
limestone B-ROCK
platform O
flanked O
by O
steep O
marginal O
slopes O
. O

The O
Napier B-STRAT
formation I-STRAT
at O
Mondooma B-LOCATION
consists O
of O
crudely O
to O
well O
bedded O
limestone B-ROCK
with O
some O
dolomite B-ROCK
and O
interbeds O
of O
terrigenous O
clastics O
representing O
part O
of O
the O
marginal O
slope O
facies O
. O

Rocks O
forming O
the O
Hooper B-STRAT
Complex I-STRAT
were O
affected O
by O
two O
periods O
of O
deformation O
prior O
to O
the O
intrusion O
of O
the O
granitoids B-ROCK
. O

The O
oldest O
D1 O
deformation O
is O
restricted O
to O
layer O
parallel O
foliation O
in O
the O
Marboo B-STRAT
Formation I-STRAT
with O
rare O
associated O
tight O
to O
isoclinal O
small O
scale O
folds O
. O

D2 O
deformation O
produced O
upright O
to O
open O
isoclinal O
folds O
at O
all O
scales O
that O
deform O
the O
Marboo B-STRAT
Formation I-STRAT
, O
the O
Ruins B-STRAT
Dolerite I-STRAT
and O
the O
Whitewater B-STRAT
Volcanics I-STRAT
. O

D2 O
folding O
